Area,Year,Real GDP (Millions),Real GDP Quality Index,Current-Dollar GDP (Millions),Per Capita Personal Income,PCEPI,PCEPI2012,Real Per Capita Personal Income,Type
"Santa Rosa-Petaluma, CA",2019,27657.268,121.41,31656.194,64869.0,109.92191666666666,100.0,59013.70897371847,MSA
"Santa Rosa-Petaluma, CA",2020,26611.361,116.819,31247.324,71386.0,111.22466666666666,100.0,64181.80619406966,MSA
"Savannah, GA",2001,12584.155,75.905,9606.26,27944.0,79.65616666666666,100.0,35080.774244304164,MSA
"Savannah, GA",2002,12839.015,77.443,9993.705,28669.0,80.70208333333333,100.0,35524.48563389008,MSA
"Savannah, GA",2003,13208.848,79.673,10512.537,30201.0,82.39758333333333,100.0,36652.77399923744,MSA
"Savannah, GA",2004,13845.826,83.516,11321.802,31587.0,84.44275,100.0,37406.408483854444,MSA
"Savannah, GA",2005,14737.423,88.893,12474.433,33386.0,86.87583333333333,100.0,38429.55942868654,MSA
"Savannah, GA",2006,15430.268,93.073,13545.73,35298.0,89.32233333333333,100.0,39517.55253445387,MSA
"Savannah, GA",2007,15753.146,95.02,14256.211,36972.0,91.61441666666667,100.0,40356.09388260399,MSA
"Savannah, GA",2008,15510.79,93.558,14298.767,37946.0,94.32566666666666,100.0,40228.71116733869,MSA
"Savannah, GA",2009,15389.716,92.828,14561.594,36833.0,94.0625,100.0,39158.006644518275,MSA
"Savannah, GA",2010,15691.687,94.649,15050.402,37962.0,95.74708333333334,100.0,39648.205123741805,MSA
"Savannah, GA",2011,16063.934,96.895,15710.216,39953.0,98.16941666666666,100.0,40698.01100648284,MSA
"Savannah, GA",2012,16578.746,100.0,16578.746,40066.0,100.0,100.0,40066.0,MSA
"Savannah, GA",2013,16549.345,99.823,16938.729,40291.0,101.35408333333334,100.0,39752.715110146026,MSA
"Savannah, GA",2014,17247.089,104.031,18070.443,41667.0,102.88666666666667,100.0,40497.95891919912,MSA
"Savannah, GA",2015,17731.389,106.953,19061.111,43234.0,103.11566666666667,100.0,41927.67345408231,MSA
"Savannah, GA",2016,18402.566,111.001,20065.415,43460.0,104.14833333333333,100.0,41728.94429419578,MSA
"Savannah, GA",2017,19028.835,114.778,21157.612,45248.0,106.0515,100.0,42666.06318628213,MSA
"Savannah, GA",2018,19103.343,115.228,21769.457,46990.0,108.3185,100.0,43381.32451981887,MSA
"Savannah, GA",2019,19641.132,118.472,22943.785,47964.0,109.92191666666666,100.0,43634.610325662994,MSA
"Savannah, GA",2020,18484.448,111.495,21972.301,51184.0,111.22466666666666,100.0,46018.56902245905,MSA
"Scranton--Wilkes-Barre, PA",2001,20606.178,88.614,16433.228,27993.0,79.65616666666666,100.0,35142.28862799909,MSA
"Scranton--Wilkes-Barre, PA",2002,20572.743,88.47,16663.038,28444.0,80.70208333333333,100.0,35245.68242249013,MSA
"Scranton--Wilkes-Barre, PA",2003,20940.939,90.053,17258.353,29135.0,82.39758333333333,100.0,35359.046735796255,MSA
"Scranton--Wilkes-Barre, PA",2004,21424.248,92.132,18055.694,30453.0,84.44275,100.0,36063.48680022855,MSA
"Scranton--Wilkes-Barre, PA",2005,21660.343,93.147,18760.327,31319.0,86.87583333333333,100.0,36050.3016757633,MSA
"Scranton--Wilkes-Barre, PA",2006,21859.092,94.002,19535.923,32568.0,89.32233333333333,100.0,36461.20604402781,MSA
"Scranton--Wilkes-Barre, PA",2007,22381.325,96.247,20539.829,34246.0,91.61441666666667,100.0,37380.5796576776,MSA
"Scranton--Wilkes-Barre, PA",2008,22736.702,97.776,21225.932,35666.0,94.32566666666666,100.0,37811.553589160954,MSA
"Scranton--Wilkes-Barre, PA",2009,22498.862,96.753,21705.918,35409.0,94.0625,100.0,37644.1196013289,MSA
"Scranton--Wilkes-Barre, PA",2010,22947.984,98.684,22258.575,36454.0,95.74708333333334,100.0,38073.22242191885,MSA
"Scranton--Wilkes-Barre, PA",2011,23130.156,99.468,22698.421,37652.0,98.16941666666666,100.0,38354.10383240538,MSA
"Scranton--Wilkes-Barre, PA",2012,23253.981,100.0,23253.981,38420.0,100.0,100.0,38420.0,MSA
"Scranton--Wilkes-Barre, PA",2013,23315.855,100.266,23810.545,38322.0,101.35408333333334,100.0,37810.0208098835,MSA
"Scranton--Wilkes-Barre, PA",2014,23782.085,102.271,24750.528,39720.0,102.88666666666667,100.0,38605.585433810666,MSA
"Scranton--Wilkes-Barre, PA",2015,24470.931,105.233,25709.506,41361.0,103.11566666666667,100.0,40111.26663584906,MSA
"Scranton--Wilkes-Barre, PA",2016,24776.172,106.546,26306.953,42560.0,104.14833333333333,100.0,40864.7922034278,MSA
"Scranton--Wilkes-Barre, PA",2017,24714.133,106.279,26673.159,43493.0,106.0515,100.0,41011.20681932835,MSA
"Scranton--Wilkes-Barre, PA",2018,24839.465,106.818,27445.871,45522.0,108.3185,100.0,42026.062030031804,MSA
"Scranton--Wilkes-Barre, PA",2019,25279.179,108.709,28492.937,46925.0,109.92191666666666,100.0,42689.39391067751,MSA
"Scranton--Wilkes-Barre, PA",2020,23974.142,103.097,27401.877,51246.0,111.22466666666666,100.0,46074.312053081754,MSA
"Seattle-Tacoma-Bellevue, WA",2001,197751.593,73.388,159243.612,38940.0,79.65616666666666,100.0,48885.10410367894,MSA
"Seattle-Tacoma-Bellevue, WA",2002,197810.641,73.41,162437.211,38991.0,80.70208333333333,100.0,48314.737847535944,MSA
"Seattle-Tacoma-Bellevue, WA",2003,200488.56,74.404,167612.447,39965.0,82.39758333333333,100.0,48502.63610077561,MSA
"Seattle-Tacoma-Bellevue, WA",2004,205095.851,76.114,175236.78,42984.0,84.44275,100.0,50903.1266745813,MSA
"Seattle-Tacoma-Bellevue, WA",2005,219007.669,81.277,192044.474,43956.0,86.87583333333333,100.0,50596.34919569117,MSA
"Seattle-Tacoma-Bellevue, WA",2006,229388.451,85.129,206996.833,47643.0,89.32233333333333,100.0,53338.28419171017,MSA
"Seattle-Tacoma-Bellevue, WA",2007,245638.529,91.16,227215.084,50973.0,91.61441666666667,100.0,55638.623106079554,MSA
"Seattle-Tacoma-Bellevue, WA",2008,251340.154,93.276,235857.435,52006.0,94.32566666666666,100.0,55134.51623276803,MSA
"Seattle-Tacoma-Bellevue, WA",2009,241681.397,89.691,231980.182,47726.0,94.0625,100.0,50738.604651162794,MSA
"Seattle-Tacoma-Bellevue, WA",2010,248596.172,92.258,240147.409,48418.0,95.74708333333334,100.0,50568.6422127741,MSA
"Seattle-Tacoma-Bellevue, WA",2011,256699.588,95.265,251468.132,50833.0,98.16941666666666,100.0,51780.892385866944,MSA
"Seattle-Tacoma-Bellevue, WA",2012,269458.587,100.0,269458.587,55280.0,100.0,100.0,55279.99999999999,MSA
"Seattle-Tacoma-Bellevue, WA",2013,279660.342,103.786,285068.194,56117.0,101.35408333333334,100.0,55367.28087751768,MSA
"Seattle-Tacoma-Bellevue, WA",2014,291560.585,108.202,302314.756,60226.0,102.88666666666667,100.0,58536.2534827966,MSA
"Seattle-Tacoma-Bellevue, WA",2015,303613.979,112.676,320665.748,62952.0,103.11566666666667,100.0,61049.88895964725,MSA
"Seattle-Tacoma-Bellevue, WA",2016,315433.699,117.062,336256.816,65485.0,104.14833333333333,100.0,62876.666293267626,MSA
"Seattle-Tacoma-Bellevue, WA",2017,335583.717,124.54,360610.815,68680.0,106.0515,100.0,64760.98876489252,MSA
"Seattle-Tacoma-Bellevue, WA",2018,361912.048,134.311,393634.702,72685.0,108.3185,100.0,67103.03410774705,MSA
"Seattle-Tacoma-Bellevue, WA",2019,378325.98,140.402,419475.451,75970.0,109.92191666666666,100.0,69112.69590610912,MSA
"Seattle-Tacoma-Bellevue, WA",2020,378145.809,140.335,426939.963,80420.0,111.22466666666666,100.0,72304.10520448102,MSA
"Sebastian-Vero Beach, FL",2001,3979.474,83.633,3041.005,42380.0,79.65616666666666,100.0,53203.664918179595,MSA
"Sebastian-Vero Beach, FL",2002,4260.734,89.544,3330.473,42485.0,80.70208333333333,100.0,52644.24193923122,MSA
"Sebastian-Vero Beach, FL",2003,4555.675,95.743,3641.975,44181.0,82.39758333333333,100.0,53619.29101885067,MSA
"Sebastian-Vero Beach, FL",2004,4860.194,102.143,4012.725,49472.0,84.44275,100.0,58586.438741040525,MSA
"Sebastian-Vero Beach, FL",2005,5266.958,110.691,4471.416,54230.0,86.87583333333333,100.0,62422.422806495866,MSA
"Sebastian-Vero Beach, FL",2006,5290.76,111.191,4642.153,60691.0,89.32233333333333,100.0,67946.05305877217,MSA
"Sebastian-Vero Beach, FL",2007,5460.936,114.768,4982.136,61789.0,91.61441666666667,100.0,67444.62525457692,MSA
"Sebastian-Vero Beach, FL",2008,5122.827,107.662,4755.837,61769.0,94.32566666666666,100.0,65484.82738879838,MSA
"Sebastian-Vero Beach, FL",2009,4794.832,100.769,4531.49,52102.0,94.0625,100.0,55390.83056478405,MSA
"Sebastian-Vero Beach, FL",2010,4612.195,96.931,4410.775,53351.0,95.74708333333334,100.0,55720.75737729174,MSA
"Sebastian-Vero Beach, FL",2011,4653.738,97.804,4546.612,58035.0,98.16941666666666,100.0,59117.1894165953,MSA
"Sebastian-Vero Beach, FL",2012,4758.248,100.0,4758.248,61371.0,100.0,100.0,61371.0,MSA
"Sebastian-Vero Beach, FL",2013,4831.77,101.545,4938.402,61020.0,101.35408333333334,100.0,60204.77714678491,MSA
"Sebastian-Vero Beach, FL",2014,5015.833,105.413,5212.507,66544.0,102.88666666666667,100.0,64676.990863733554,MSA
"Sebastian-Vero Beach, FL",2015,5378.608,113.038,5697.364,69015.0,103.11566666666667,100.0,66929.69383895754,MSA
"Sebastian-Vero Beach, FL",2016,5822.835,122.374,6261.768,71829.0,104.14833333333333,100.0,68967.97836419211,MSA
"Sebastian-Vero Beach, FL",2017,5902.937,124.057,6465.397,75076.0,106.0515,100.0,70792.02085779078,MSA
"Sebastian-Vero Beach, FL",2018,6037.532,126.886,6747.852,79972.0,108.3185,100.0,73830.41678014374,MSA
"Sebastian-Vero Beach, FL",2019,6251.797,131.389,7176.706,83241.0,109.92191666666666,100.0,75727.39133763891,MSA
"Sebastian-Vero Beach, FL",2020,5986.673,125.817,7020.432,84607.0,111.22466666666666,100.0,76068.55793379167,MSA
"Sebring-Avon Park, FL",2001,1868.324,79.717,1400.065,21490.0,79.65616666666666,100.0,26978.451134772997,MSA
"Sebring-Avon Park, FL",2002,2019.732,86.177,1538.759,22232.0,80.70208333333333,100.0,27548.235537083405,MSA
"Sebring-Avon Park, FL",2003,2088.166,89.097,1632.23,22919.0,82.39758333333333,100.0,27815.136163985393,MSA
"Sebring-Avon Park, FL",2004,2218.837,94.673,1804.118,23650.0,84.44275,100.0,28007.140932762137,MSA
"Sebring-Avon Park, FL",2005,2369.473,101.1,1956.036,24785.0,86.87583333333333,100.0,28529.22274126867,MSA
"Sebring-Avon Park, FL",2006,2573.783,109.817,2181.586,26309.0,89.32233333333333,100.0,29453.999932827548,MSA
"Sebring-Avon Park, FL",2007,2561.125,109.277,2298.08,27509.0,91.61441666666667,100.0,30026.933533932523,MSA
"Sebring-Avon Park, FL",2008,2411.216,102.881,2203.938,27823.0,94.32566666666666,100.0,29496.743551596068,MSA
"Sebring-Avon Park, FL",2009,2424.602,103.452,2218.112,27730.0,94.0625,100.0,29480.398671096344,MSA
"Sebring-Avon Park, FL",2010,2339.59,99.825,2191.158,29100.0,95.74708333333334,100.0,30392.570704938793,MSA
"Sebring-Avon Park, FL",2011,2255.579,96.24,2203.385,29788.0,98.16941666666666,100.0,30343.46236480642,MSA
"Sebring-Avon Park, FL",2012,2343.694,100.0,2343.694,30378.0,100.0,100.0,30377.999999999996,MSA
"Sebring-Avon Park, FL",2013,2202.056,93.957,2252.707,29853.0,101.35408333333334,100.0,29454.166046590784,MSA
"Sebring-Avon Park, FL",2014,2204.009,94.04,2273.385,30726.0,102.88666666666667,100.0,29863.927946607917,MSA
"Sebring-Avon Park, FL",2015,2245.501,95.81,2327.756,31686.0,103.11566666666667,100.0,30728.599275247536,MSA
"Sebring-Avon Park, FL",2016,2317.301,98.874,2412.384,32009.0,104.14833333333333,100.0,30734.04919265791,MSA
"Sebring-Avon Park, FL",2017,2366.543,100.975,2515.352,32968.0,106.0515,100.0,31086.783308109738,MSA
"Sebring-Avon Park, FL",2018,2280.684,97.311,2465.287,33047.0,108.3185,100.0,30509.100476834523,MSA
"Sebring-Avon Park, FL",2019,2426.133,103.517,2680.899,34433.0,109.92191666666666,100.0,31324.963250428525,MSA
"Sebring-Avon Park, FL",2020,2391.999,102.061,2705.451,37158.0,111.22466666666666,100.0,33408.056965780976,MSA
"Sheboygan, WI",2001,5593.766,92.666,4367.767,30468.0,79.65616666666666,100.0,38249.39270238546,MSA
"Sheboygan, WI",2002,5693.866,94.324,4500.928,31579.0,80.70208333333333,100.0,39130.340501329476,MSA
"Sheboygan, WI",2003,5830.406,96.586,4643.869,32126.0,82.39758333333333,100.0,38989.00756595814,MSA
"Sheboygan, WI",2004,6210.386,102.881,5054.141,33875.0,84.44275,100.0,40115.93653688445,MSA
"Sheboygan, WI",2005,6080.798,100.734,5101.395,34270.0,86.87583333333333,100.0,39447.10362490528,MSA
"Sheboygan, WI",2006,6041.036,100.075,5220.166,35664.0,89.32233333333333,100.0,39927.304481521984,MSA
"Sheboygan, WI",2007,6203.092,102.76,5495.498,37402.0,91.61441666666667,100.0,40825.45232600764,MSA
"Sheboygan, WI",2008,6089.622,100.88,5537.08,39798.0,94.32566666666666,100.0,42192.12162119183,MSA
"Sheboygan, WI",2009,5791.475,95.941,5568.092,38858.0,94.0625,100.0,41310.83056478405,MSA
"Sheboygan, WI",2010,5881.488,97.432,5634.845,38965.0,95.74708333333334,100.0,40695.75661573677,MSA
"Sheboygan, WI",2011,5986.703,99.175,5821.75,41066.0,98.16941666666666,100.0,41831.76532406138,MSA
"Sheboygan, WI",2012,6036.499,100.0,6036.499,43976.0,100.0,100.0,43976.0,MSA
"Sheboygan, WI",2013,6050.92,100.239,6178.352,43299.0,101.35408333333334,100.0,42720.528444422154,MSA
"Sheboygan, WI",2014,6140.914,101.73,6387.545,45355.0,102.88666666666667,100.0,44082.48558284196,MSA
"Sheboygan, WI",2015,6282.181,104.07,6694.052,47233.0,103.11566666666667,100.0,45805.842629797604,MSA
"Sheboygan, WI",2016,6506.174,107.781,7012.881,48101.0,104.14833333333333,100.0,46185.0885755893,MSA
"Sheboygan, WI",2017,6508.92,107.826,7053.039,50599.0,106.0515,100.0,47711.72496381475,MSA
"Sheboygan, WI",2018,6621.515,109.691,7293.276,52880.0,108.3185,100.0,48818.99213892363,MSA
"Sheboygan, WI",2019,6503.641,107.739,7332.051,53217.0,109.92191666666666,100.0,48413.4571282797,MSA
"Sheboygan, WI",2020,6277.392,103.991,7231.951,55616.0,111.22466666666666,100.0,50003.29663084328,MSA
"Sherman-Denison, TX",2001,3127.864,74.601,2761.475,24272.0,79.65616666666666,100.0,30470.96165394184,MSA
"Sherman-Denison, TX",2002,3207.642,76.504,2848.142,24598.0,80.70208333333333,100.0,30480.00619562692,MSA
"Sherman-Denison, TX",2003,3261.898,77.798,2944.021,25356.0,82.39758333333333,100.0,30772.747178062462,MSA
"Sherman-Denison, TX",2004,3473.589,82.847,3188.506,26543.0,84.44275,100.0,31433.130730583736,MSA
"Sherman-Denison, TX",2005,3508.475,83.679,3306.458,27784.0,86.87583333333333,100.0,31981.275958983606,MSA
"Sherman-Denison, TX",2006,3806.857,90.796,3626.453,29715.0,89.32233333333333,100.0,33267.156030406724,MSA
"Sherman-Denison, TX",2007,3746.975,89.368,3613.236,31690.0,91.61441666666667,100.0,34590.62574758522,MSA
"Sherman-Denison, TX",2008,3787.663,90.338,3716.034,33768.0,94.32566666666666,100.0,35799.37592101125,MSA
"Sherman-Denison, TX",2009,3788.149,90.35,3654.69,32226.0,94.0625,100.0,34260.199335548175,MSA
"Sherman-Denison, TX",2010,3883.422,92.622,3793.406,33080.0,95.74708333333334,100.0,34549.35528932561,MSA
"Sherman-Denison, TX",2011,4077.761,97.257,4037.303,34708.0,98.16941666666666,100.0,35355.206517983795,MSA
"Sherman-Denison, TX",2012,4192.763,100.0,4192.763,36283.0,100.0,100.0,36283.0,MSA
"Sherman-Denison, TX",2013,4226.71,100.81,4318.37,36927.0,101.35408333333334,100.0,36433.6579105101,MSA
"Sherman-Denison, TX",2014,4282.513,102.141,4445.693,38725.0,102.88666666666667,100.0,37638.50191148837,MSA
"Sherman-Denison, TX",2015,4415.646,105.316,4557.702,39400.0,103.11566666666667,100.0,38209.5187604858,MSA
"Sherman-Denison, TX",2016,4507.768,107.513,4688.826,40678.0,104.14833333333333,100.0,39057.75416473299,MSA
"Sherman-Denison, TX",2017,4517.559,107.747,4774.314,41334.0,106.0515,100.0,38975.40345963989,MSA
"Sherman-Denison, TX",2018,4751.598,113.329,5130.317,43052.0,108.3185,100.0,39745.74980266529,MSA
"Sherman-Denison, TX",2019,4794.754,114.358,5273.226,44585.0,109.92191666666666,100.0,40560.610069420494,MSA
"Sherman-Denison, TX",2020,4778.611,113.973,5354.786,47045.0,111.22466666666666,100.0,42297.27218782405,MSA
"Shreveport-Bossier City, LA",2001,15297.578,72.675,11209.051,27520.0,79.65616666666666,100.0,34548.48651600525,MSA
"Shreveport-Bossier City, LA",2002,15403.754,73.179,11283.034,28191.0,80.70208333333333,100.0,34932.18370033818,MSA
"Shreveport-Bossier City, LA",2003,16091.482,76.446,12471.597,29053.0,82.39758333333333,100.0,35259.52925399309,MSA
"Shreveport-Bossier City, LA",2004,16977.651,80.656,13744.812,29771.0,84.44275,100.0,35255.839015190766,MSA
"Shreveport-Bossier City, LA",2005,17992.654,85.478,15683.002,32509.0,86.87583333333333,100.0,37420.072709134685,MSA
"Shreveport-Bossier City, LA",2006,18653.776,88.619,16799.095,34330.0,89.32233333333333,100.0,38433.83700231745,MSA
"Shreveport-Bossier City, LA",2007,17196.087,81.694,16066.667,35093.0,91.61441666666667,100.0,38305.106638056415,MSA
"Shreveport-Bossier City, LA",2008,17294.897,82.164,17255.862,40023.0,94.32566666666666,100.0,42430.656908512006,MSA
"Shreveport-Bossier City, LA",2009,19843.18,94.27,17645.977,37918.0,94.0625,100.0,40311.4950166113,MSA
"Shreveport-Bossier City, LA",2010,20988.818,99.712,20088.063,40120.0,95.74708333333334,100.0,41902.059679798775,MSA
"Shreveport-Bossier City, LA",2011,22173.937,105.343,22450.627,40794.0,98.16941666666666,100.0,41554.693289576775,MSA
"Shreveport-Bossier City, LA",2012,21049.338,100.0,21049.338,41593.0,100.0,100.0,41593.0,MSA
"Shreveport-Bossier City, LA",2013,19423.37,92.275,19910.828,42554.0,101.35408333333334,100.0,41985.481591351774,MSA
"Shreveport-Bossier City, LA",2014,19367.631,92.011,20037.526,45887.0,102.88666666666667,100.0,44599.559385731874,MSA
"Shreveport-Bossier City, LA",2015,19977.362,94.907,19047.614,45031.0,103.11566666666667,100.0,43670.3766320669,MSA
"Shreveport-Bossier City, LA",2016,19835.303,94.232,18744.147,43599.0,104.14833333333333,100.0,41862.407783769944,MSA
"Shreveport-Bossier City, LA",2017,20608.593,97.906,20509.912,44002.0,106.0515,100.0,41491.16231264998,MSA
"Shreveport-Bossier City, LA",2018,20782.158,98.731,21941.891,46853.0,108.3185,100.0,43254.84566348315,MSA
"Shreveport-Bossier City, LA",2019,21112.526,100.3,21698.724,48256.0,109.92191666666666,100.0,43900.25343747797,MSA
"Shreveport-Bossier City, LA",2020,19647.994,93.343,19320.925,52391.0,111.22466666666666,100.0,47103.759957323615,MSA
"Sierra Vista-Douglas, AZ",2001,3382.184,76.359,2583.52,22238.0,79.65616666666666,100.0,27917.487032809764,MSA
"Sierra Vista-Douglas, AZ",2002,3421.99,77.258,2683.847,23153.0,80.70208333333333,100.0,28689.470015747218,MSA
"Sierra Vista-Douglas, AZ",2003,3663.492,82.71,2964.124,25045.0,82.39758333333333,100.0,30395.30892390655,MSA
"Sierra Vista-Douglas, AZ",2004,3788.897,85.541,3157.336,26330.0,84.44275,100.0,31180.888827045543,MSA
"Sierra Vista-Douglas, AZ",2005,3981.115,89.881,3422.724,27936.0,86.87583333333333,100.0,32156.238309464658,MSA
"Sierra Vista-Douglas, AZ",2006,4050.303,91.443,3611.237,29312.0,89.32233333333333,100.0,32815.981072296214,MSA
"Sierra Vista-Douglas, AZ",2007,4318.732,97.503,3972.767,31366.0,91.61441666666667,100.0,34236.96961813688,MSA
"Sierra Vista-Douglas, AZ",2008,4411.343,99.594,4137.227,33037.0,94.32566666666666,100.0,35024.40127642883,MSA
"Sierra Vista-Douglas, AZ",2009,4422.389,99.844,4244.811,34101.0,94.0625,100.0,36253.55481727575,MSA
"Sierra Vista-Douglas, AZ",2010,4579.776,103.397,4443.445,34580.0,95.74708333333334,100.0,36115.98264525029,MSA
"Sierra Vista-Douglas, AZ",2011,4611.396,104.111,4545.185,35234.0,98.16941666666666,100.0,35891.014937612104,MSA
"Sierra Vista-Douglas, AZ",2012,4429.315,100.0,4429.315,34352.0,100.0,100.0,34352.0,MSA
"Sierra Vista-Douglas, AZ",2013,4287.516,96.799,4364.219,34390.0,101.35408333333334,100.0,33930.55204978586,MSA
"Sierra Vista-Douglas, AZ",2014,4147.943,93.648,4310.996,35429.0,102.88666666666667,100.0,34434.97699734335,MSA
"Sierra Vista-Douglas, AZ",2015,4223.038,95.343,4473.708,36583.0,103.11566666666667,100.0,35477.635147585075,MSA
"Sierra Vista-Douglas, AZ",2016,4287.83,96.806,4585.504,37015.0,104.14833333333333,100.0,35540.65515530734,MSA
"Sierra Vista-Douglas, AZ",2017,4205.704,94.952,4562.435,38375.0,106.0515,100.0,36185.24961928874,MSA
"Sierra Vista-Douglas, AZ",2018,4187.426,94.539,4651.051,38892.0,108.3185,100.0,35905.223946048,MSA
"Sierra Vista-Douglas, AZ",2019,4280.992,96.651,4855.035,40546.0,109.92191666666666,100.0,36886.1836015414,MSA
"Sierra Vista-Douglas, AZ",2020,4501.616,101.632,5224.46,45786.0,111.22466666666666,100.0,41165.32903372753,MSA
"Sioux City, IA-NE-SD",2001,7584.736,105.468,5828.768,27584.0,79.65616666666666,100.0,34628.831833484335,MSA
"Sioux City, IA-NE-SD",2002,6839.464,95.105,5309.956,28033.0,80.70208333333333,100.0,34736.40188966621,MSA
"Sioux City, IA-NE-SD",2003,6739.983,93.721,5304.201,29004.0,82.39758333333333,100.0,35200.06149047657,MSA
"Sioux City, IA-NE-SD",2004,7170.294,99.705,5776.51,31431.0,84.44275,100.0,37221.667934784215,MSA
"Sioux City, IA-NE-SD",2005,7480.723,104.022,6171.525,34126.0,86.87583333333333,100.0,39281.349819186384,MSA
"Sioux City, IA-NE-SD",2006,7623.343,106.005,6452.747,35906.0,89.32233333333333,100.0,40198.23336455609,MSA
"Sioux City, IA-NE-SD",2007,7805.444,108.537,6794.218,39910.0,91.61441666666667,100.0,43563.012735441014,MSA
"Sioux City, IA-NE-SD",2008,8171.104,113.622,7346.343,43365.0,94.32566666666666,100.0,45973.70104284094,MSA
"Sioux City, IA-NE-SD",2009,7660.627,106.523,7175.315,39717.0,94.0625,100.0,42224.05315614618,MSA
"Sioux City, IA-NE-SD",2010,7839.424,109.01,7426.659,40966.0,95.74708333333334,100.0,42785.63750854029,MSA
"Sioux City, IA-NE-SD",2011,7526.763,104.662,7306.805,40373.0,98.16941666666666,100.0,41125.84282443701,MSA
"Sioux City, IA-NE-SD",2012,7191.503,100.0,7191.503,41664.0,100.0,100.0,41664.0,MSA
"Sioux City, IA-NE-SD",2013,7064.058,98.228,7231.12,41124.0,101.35408333333334,100.0,40574.58628948513,MSA
"Sioux City, IA-NE-SD",2014,7062.379,98.204,7395.55,43220.0,102.88666666666667,100.0,42007.38676861271,MSA
"Sioux City, IA-NE-SD",2015,7293.392,101.417,7823.611,45703.0,103.11566666666667,100.0,44322.07197742341,MSA
"Sioux City, IA-NE-SD",2016,7375.395,102.557,8033.309,46617.0,104.14833333333333,100.0,44760.19779481189,MSA
"Sioux City, IA-NE-SD",2017,7204.143,100.176,7929.472,47623.0,106.0515,100.0,44905.54117574952,MSA
"Sioux City, IA-NE-SD",2018,7585.989,105.485,8498.099,50677.0,108.3185,100.0,46785.17520091213,MSA
"Sioux City, IA-NE-SD",2019,7623.369,106.005,8740.101,52855.0,109.92191666666666,100.0,48084.13244856387,MSA
"Sioux City, IA-NE-SD",2020,7581.95,105.429,8891.121,56131.0,111.22466666666666,100.0,50466.32341746735,MSA
"Sioux Falls, SD",2001,8862.965,50.856,7407.936,31209.0,79.65616666666666,100.0,39179.640831322955,MSA
"Sioux Falls, SD",2002,10431.068,59.854,8842.547,31932.0,80.70208333333333,100.0,39567.7517618814,MSA
"Sioux Falls, SD",2003,10197.41,58.513,8850.384,33286.0,82.39758333333333,100.0,40396.81584512491,MSA
"Sioux Falls, SD",2004,12028.674,69.021,10681.264,35321.0,84.44275,100.0,41828.339318650804,MSA
"Sioux Falls, SD",2005,12948.66,74.3,11749.863,37905.0,86.87583333333333,100.0,43631.236151211975,MSA
"Sioux Falls, SD",2006,14147.033,81.176,13280.001,41441.0,89.32233333333333,100.0,46394.89190833199,MSA
"Sioux Falls, SD",2007,14290.1,81.997,13829.463,44341.0,91.61441666666667,100.0,48399.587765026066,MSA
"Sioux Falls, SD",2008,14699.126,84.344,14206.784,46480.0,94.32566666666666,100.0,49276.08957618464,MSA
"Sioux Falls, SD",2009,15520.65,89.058,14293.713,44800.0,94.0625,100.0,47627.90697674418,MSA
"Sioux Falls, SD",2010,14969.717,85.897,14262.636,46579.0,95.74708333333334,100.0,48647.95707441045,MSA
"Sioux Falls, SD",2011,15965.295,91.61,15478.345,47593.0,98.16941666666666,100.0,48480.47550450625,MSA
"Sioux Falls, SD",2012,17427.521,100.0,17427.521,49904.0,100.0,100.0,49904.0,MSA
"Sioux Falls, SD",2013,16858.637,96.736,17378.08,48485.0,101.35408333333334,100.0,47837.243853849,MSA
"Sioux Falls, SD",2014,17642.396,101.233,18807.454,52116.0,102.88666666666667,100.0,50653.793818441,MSA
"Sioux Falls, SD",2015,17861.294,102.489,19598.524,55524.0,103.11566666666667,100.0,53846.32791008156,MSA
"Sioux Falls, SD",2016,18147.375,104.131,20709.737,56581.0,104.14833333333333,100.0,54327.32160860312,MSA
"Sioux Falls, SD",2017,17948.862,102.991,21200.502,58077.0,106.0515,100.0,54763.016081809306,MSA
"Sioux Falls, SD",2018,17922.241,102.839,22149.514,60254.0,108.3185,100.0,55626.69350111015,MSA
"Sioux Falls, SD",2019,18570.192,106.557,23604.298,64219.0,109.92191666666666,100.0,58422.38012892485,MSA
"Sioux Falls, SD",2020,18073.736,103.708,23357.987,67117.0,111.22466666666666,100.0,60343.6288113548,MSA
"South Bend-Mishawaka, IN-MI",2001,11679.047,94.212,9283.892,27989.0,79.65616666666666,100.0,35137.26704565665,MSA
"South Bend-Mishawaka, IN-MI",2002,11939.773,96.316,9647.625,28743.0,80.70208333333333,100.0,35616.18091230607,MSA
"South Bend-Mishawaka, IN-MI",2003,12581.969,101.496,10323.348,29285.0,82.39758333333333,100.0,35541.090909826446,MSA
"South Bend-Mishawaka, IN-MI",2004,12991.163,104.797,10922.332,30887.0,84.44275,100.0,36577.44448161624,MSA
"South Bend-Mishawaka, IN-MI",2005,13067.512,105.413,11266.119,31963.0,86.87583333333333,100.0,36791.58952911723,MSA
"South Bend-Mishawaka, IN-MI",2006,13330.626,107.535,11769.085,33804.0,89.32233333333333,100.0,37844.95852101192,MSA
"South Bend-Mishawaka, IN-MI",2007,13397.983,108.079,12152.359,34889.0,91.61441666666667,100.0,38082.43426025561,MSA
"South Bend-Mishawaka, IN-MI",2008,12842.852,103.601,11808.935,35372.0,94.32566666666666,100.0,37499.86748039593,MSA
